Case Number,LADBS Inspection District,Address House Number,Address House Fraction Number,Address Street Direction,Address Street Name,Address Street Suffix,Address Street Suffix Direction,Address Zip,Date Case Generated,Date Case Closed,Parcel Identification Number (PIN),Case Type,Area Planning Commission (APC),Status of Case,Latitude/Longitude
900499,3303,12159,,W,BRANFORD,ST,,91331,07/25/0020,,204B165   399,VEIP,North Valley,O,"(34.25237, -118.39794)"
803791,4101,3813,,S,HUGHES,AVE,,90232,02/02/0018,,120B165  1176,CNAP,West Los Angeles,O,"(34.02289, -118.3986)"
879026,2100,600,,S,LA BREA,AVE,,90036,09/08/0019,,135B181   585,NAR,Central,O,"(34.06474, -118.34381)"
836632,2112,10982,,W,PICO,BLVD,,90064,11/30/0018,,126B157  1237,GENERAL,West Los Angeles,O,"(34.03823, -118.43206)"
874949,1201,8111,,S,WESTERN,AVE,,90047,08/10/0019,,099B193  1209,CITATIONS,South Los Angeles,O,"(33.96514, -118.30917)"
898744,1112,4233,,S,NORMANDIE,AVE,,90037,05/08/0020,,114B193  1145,GENERAL,South Los Angeles,O,"(34.00629, -118.30048)"
855050,2122,5144,,E,YORK,BLVD,,90042,04/13/0019,,156A225   378,GENERAL,East Los Angeles,O,"(34.12064, -118.20326)"
822044,2103,1432,,N,DEVLIN,DR,,90069,07/26/0018,,147B169   978,GENERAL,Central,O,"(34.09497, -118.3872)"
796087,3123,10050,,W,FOOTHILL,BLVD,,91342,12/01/0017,,210B181   187,GENERAL,North Valley,O,"(34.27256, -118.34813)"
748527,8511,1751,,N,ARGYLE,AVE,,90028,01/07/0017,,148-5A189   5,BILLBOARDS,Central,O,"(34.10318, -118.32537)"
895328,3142,9059,,N,VAN NUYS,BLVD,,91402,02/29/0020,,195B149    29,NAR,North Valley,O,"(34.23471, -118.45046)"
707744,3111,18029,,W,VANOWEN,ST,,91335,01/11/0016,,183B125   986,GENERAL,South Valley,O,"(34.194, -118.52594)"
538331,2122,4559,,E,MENDOCINO,CT,,90065,01/31/0014,,160-5A217 220,GENERAL,East Los Angeles,O,"(34.13303, -118.23105)"
661368,3301,7905,,N,VAN NUYS,BLVD,,91402,10/18/0014,,189B149   451,VEIP,North Valley,O,"(34.21446, -118.44897)"
845464,3102,12226,,W,VICTORY,BLVD,,91606,02/07/0019,,180B165   749,GENERAL,South Valley,O,"(34.18651, -118.39976)"
899585,1201,805,,W,103RD,ST,,90044,06/13/0020,,091-5A199 303,CITATIONS,South Los Angeles,O,"(33.94315, -118.28969)"
872977,2303,5711,,S,CENTRAL,AVE,,90011,07/31/0019,,108B209  1310,VEIP,South Los Angeles,O,"(33.9904, -118.25662)"
787205,1133,2229,,S,SPAULDING,AVE,,90016,09/29/0017,,126B173  1019,GENERAL,South Los Angeles,O,"(34.03769, -118.36756)"
813871,2103,8020,,W,FLORAL,AVE,,90046,04/27/0018,,147B177    48,GENERAL,Central,O,"(34.10317, -118.36371)"
890354,3121,13857,,W,FIELDING,ST,,91331,01/10/0020,,210B153   829,GENERAL,North Valley,O,"(34.26901, -118.43513)"
835425,1123,136,,E,103RD,ST,,90003,11/11/0018,,091-5A205 456,GENERAL,South Los Angeles,O,"(33.94274, -118.27258)"
847662,2112,2115,,S,KERWOOD,AVE,,90025,02/22/0019,,129B157   286,GENERAL,West Los Angeles,O,"(34.0521, -118.41954)"
883964,3102,6242,,N,CAMELLIA,AVE,,91606,10/20/0019,,177B169   199,GENERAL,South Valley,O,"(34.18434, -118.3822)"
773893,3303,11071,,N,SAN FERNANDO,ROAD,,91331,06/16/0017,,210B157   418,VEIP,North Valley,O,"(34.27135, -118.42798)"
806228,3204,8433,,N,WILBUR,AVE,,91324,03/01/0018,,192B121   411,CITATIONS,North Valley,O,"(34.22365, -118.54506)"
890061,1133,2489,1/2,W,WASHINGTON,BLVD,,90018,01/04/0020,,126B189   886,GENERAL,South Los Angeles,O,"(34.04008, -118.31742)"
507431,1133,4733,,W,SATURN,ST,,90019,07/31/0013,,126B181   283,GENERAL,South Los Angeles,O,"(34.04402, -118.34117)"
877293,3143,7760,,N,GLORIA,AVE,,91406,08/24/0019,,189B141   224,GENERAL,South Valley,O,"(34.21186, -118.47917)"
898329,3121,13056,,W,MONTFORD,ST,,91331,04/11/0020,,213B161   843,GENERAL,North Valley,O,"(34.27801, -118.41707)"
846423,3143,7035,,N,KATHERINE,AVE,,91405,02/13/0019,,183B153   465,GENERAL,South Valley,O,"(34.19864, -118.4434)"
745950,3113,4427,,N,COLOMA,AVE,,91364,12/08/0016,,165B097   209,GENERAL,South Valley,O,"(34.15048, -118.62504)"
741373,1112,1931,,W,36TH,PL,,90018,10/20/0016,,120B189  1343,GENERAL,South Los Angeles,O,"(34.02197, -118.31492)"
672417,1141,10716,,S,HICKORY,ST,,90002,01/31/0015,,090A215   710,GENERAL,South Los Angeles,O,"(33.93842, -118.23578)"
899384,3111,20950,,W,OXNARD,ST,,91367,06/06/0020,,177B109    61,GENERAL,South Valley,O,"(34.17884, -118.58997)"
821797,1111,6042,,S,5TH,AVE,,90043,07/22/0018,,105B189   808,GENERAL,South Los Angeles,O,"(33.98425, -118.32243)"
825196,2111,713,,N,MARTEL,AVE,,90046,08/17/0018,,141B181   478,GENERAL,Central,O,"(34.08407, -118.35123)"
850017,2100,6435,,N,CANOGA,AVE,,91367,03/14/0019,,180B105    57,NAR,South Valley,O,"(34.18733, -118.59771)"
883062,1133,2328,,S,HOLT,AVE,,90034,10/11/0019,,126B169  1307,GENERAL,South Los Angeles,O,"(34.0384, -118.38143)"
816219,3301,11571,,W,SHELDON,ST,,91352,05/23/0018,,201B169    95,VEIP,North Valley,O,"(34.24631, -118.38444)"
819736,1143,24209,,S,POSTMASTER,AVE,,90710,07/07/0018,,039B193    42,GENERAL,Harbor,O,"(33.80627, -118.30557)"
889803,2143,1340,,N,LAVETA,TER,,90026,12/28/0019,,139-5A209 212,GENERAL,East Los Angeles,O,"(34.07639, -118.25475)"
753343,3102,6343,,N,CARPENTER,AVE,,91606,02/16/0017,,180B169  1255,GENERAL,South Valley,O,"(34.186, -118.39118)"
802135,2113,1040,,N,MONTEGO,DR,,90049,01/20/0018,,141B141    75,GENERAL,West Los Angeles,O,"(34.08351, -118.4723)"
776813,4105,5254,1/2,N,RIVERTON,AVE,,91601,07/12/0017,,171B177   400,CNAP,South Valley,O,"(34.16636, -118.36522)"
900147,1100,3745,,S,OCEAN VIEW,AVE,,90066,07/08/0020,,114B153  1200,GENERAL,West Los Angeles,O,"(34.00539, -118.4335)"
897832,3111,6901,,N,LINDLEY,AVE,,91335,03/27/0020,,183B125   826,GENERAL,South Valley,O,"(34.19572, -118.52748)"
899709,3102,11219,,W,HATTERAS,ST,,91601,06/18/0020,,174B173   277,GENERAL,South Valley,O,"(34.17588, -118.37537)"
827441,3102,4701,,N,LANKERSHIM,BLVD,,91602,09/07/0018,,168B173   732,GENERAL,South Valley,O,"(34.15575, -118.36936)"
696397,1141,1828,,E,104TH,ST,,90002,09/25/0015,,090A215   206,GENERAL,South Los Angeles,O,"(33.94141, -118.23971)"
735004,3103,3534,,N,MOUND VIEW,AVE,,91604,09/04/0016,,159B165    61,GENERAL,South Valley,O,"(34.13531, -118.39374)"
662878,2301,903,,N,FARRAGUT,AVE,,90744,10/25/0014,,033B217   449,VEIP,Harbor,O,"(33.78342, -118.22864)"
830530,2113,1153,,N,CHANTILLY,ROAD,,90077,10/05/0018,,144B149    33,GENERAL,West Los Angeles,O,"(34.09411, -118.457)"
833157,1124,144,,W,47TH,PL,,90037,10/24/0018,,111A203    35,GENERAL,South Los Angeles,O,"(33.99994, -118.27559)"
733712,2122,905,,N,AVENUE 64,,,90042,08/24/0016,,156A233   188,GENERAL,East Los Angeles,O,"(34.12225, -118.17721)"
833571,3113,22243,,W,AVENUE SAN LUIS,,,91364,10/26/0018,,171B101   423,GENERAL,South Valley,O,"(34.16639, -118.61195)"
748065,8511,1555,,N,VINE,ST,,90028,01/01/0017,,147A187   599,BILLBOARDS,Central,O,"(34.09923, -118.32707)"
804799,3123,10042,,W,MCBROOM,ST,,91040,02/12/0018,,207B181    73,GENERAL,North Valley,O,"(34.26393, -118.34991)"
818141,3143,6614,,N,ALDEA,AVE,,91406,06/15/0018,,180B133   212,GENERAL,South Valley,O,"(34.19072, -118.50785)"
899475,2111,7618,,W,MELROSE,AVE,,90036,06/11/0020,,141B177   644,GENERAL,Central,O,"(34.08354, -118.35598)"
892145,1113,640,,W,IMPERIAL,HWY,,90044,01/30/0020,,087A201   291,GENERAL,South Los Angeles,O,"(33.93083, -118.28621)"
866002,2301,725,,N,BROAD,AVE,,90744,06/16/0019,,030B205   488,VEIP,Harbor,O,"(33.77934, -118.26124)"
680513,3141,11427,,W,ARMINTA,ST,,91605,05/09/0015,,189B169   452,GENERAL,North Valley,O,"(34.21374, -118.37992)"
884777,2111,740,,N,CRESCENT HEIGHTS,BLVD,,90046,10/30/0019,,141B177   377,GENERAL,Central,O,"(34.08498, -118.36575)"
817165,2112,10532,,W,LINDBROOK,DR,,90024,06/02/0018,,135B153   440,GENERAL,West Los Angeles,O,"(34.06416, -118.43348)"
824844,2133,1138,,N,LAVETA,TER,,90026,08/15/0018,,139-5A209 336,GENERAL,East Los Angeles,O,"(34.0749, -118.25622)"
900872,3123,6230,,W,BLANCHARD CANYON,ROAD,,91042,08/30/0020,,205-5A207  28,GENERAL,North Valley,O,"(34.25689, -118.26635)"
891452,3204,23130,,W,SHERMAN,WAY,,91307,01/23/0020,,183B093   217,CITATIONS,South Valley,O,"(34.19875, -118.6313)"
883411,1101,386,,N,ENTRADA,DR,,90402,10/17/0019,,123B129   809,GENERAL,West Los Angeles,O,"(34.03077, -118.5125)"
900493,2121,2905,,E,11TH,ST,,90023,07/25/0020,,120A221   174,GENERAL,East Los Angeles,O,"(34.02163, -118.2158)"
886534,3143,7457,,N,BLEWETT,AVE,,91406,11/10/0019,,186B141   296,GENERAL,South Valley,O,"(34.20642, -118.47834)"
793951,2130,2810,,N,SIERRA,ST,,90031,11/15/0017,,141A225   330,GENERAL,East Los Angeles,O,"(34.07917, -118.20154)"
474400,3306,10149,,N,CANOGA,AVE,,91311,07/25/0012,,204B105   508,VEIP,North Valley,O,"(34.25505, -118.59748)"
660036,3113,6115,,N,MELVIN,AVE,,91356,10/05/0014,,177B117   505,GENERAL,South Valley,O,"(34.18153, -118.56024)"
755576,2101,3268,,N,HILLOCK,DR,,90068,03/02/0017,,162B181    81,GENERAL,South Valley,O,"(34.13677, -118.34329)"
868027,2123,3109,,N,BUDAU,AVE,,90032,06/30/0019,,141A235   154,GENERAL,East Los Angeles,O,"(34.08081, -118.17114)"
678075,2301,811,,N,PIONEER,AVE,,90744,04/15/0015,,030B209    93,VEIP,Harbor,O,"(33.78123, -118.24855)"
719160,2122,4818,,N,BRAYTON,PL,,90041,05/07/0016,,160-5A231  85,GENERAL,East Los Angeles,O,"(34.1342, -118.18753)"
886886,2112,521,,S,BENTLEY,AVE,,90049,11/15/0019,,135B145   511,GENERAL,West Los Angeles,O,"(34.06609, -118.45905)"
898829,2112,10336,,W,WILSHIRE,BLVD,,90024,05/13/0020,,135B157   129,GENERAL,West Los Angeles,O,"(34.06755, -118.42676)"
887462,3103,13364,,W,BLYTHE,ST,,91605,11/22/0019,,189B157   430,GENERAL,North Valley,O,"(34.21506, -118.42382)"
884377,2202,4874,,E,HUNTINGTON,DR,S,90032,10/25/0019,,142-5A233  78,CITATIONS,East Los Angeles,O,"(34.08616, -118.17752)"
900055,3132,12356,,N,MCLENNAN,AVE,,91344,07/01/0020,,219B133   556,GENERAL,North Valley,O,"(34.29484, -118.50079)"
435795,3301,7650,,N,SEPULVEDA,BLVD,,91405,12/10/0011,,186B145    14,VEIP,South Valley,O,"(34.20983, -118.466)"
877327,3102,5950,,N,LAUREL CANYON,BLVD,,91607,08/25/0019,,177B165   769,GENERAL,South Valley,O,"(34.17861, -118.39631)"
635341,3303,7026,,W,FOOTHILL,BLVD,,91042,07/12/0014,,202-5A201 571,VEIP,North Valley,O,"(34.24778, -118.28425)"
445326,2102,901,,S,MUIRFIELD,ROAD,,90019,02/08/0012,,132B185   365,GENERAL,Central,O,"(34.05863, -118.33055)"
757512,4600,12506,,W,MONTAGUE,ST,,91331,03/12/0017,,201B165     3,LEA,North Valley,O,"(34.25196, -118.40511)"
899396,3121,13169,,W,FILMORE,ST,,91331,06/07/0020,,210B157   212,GENERAL,North Valley,O,"(34.27303, -118.42011)"
757506,4600,10811,,W,CHANDLER,BLVD,,91601,03/12/0017,,174B173  1312,LEA,South Valley,O,"(34.16881, -118.36597)"
850943,1111,7532,,S,HARVARD,BLVD,,90047,03/22/0019,,099B193    75,GENERAL,South Los Angeles,O,"(33.97111, -118.30667)"
834194,2121,237,,N,MISSION,ROAD,,90033,11/01/0018,,130-5A219 350,GENERAL,East Los Angeles,O,"(34.05088, -118.2274)"
887829,3122,14943,,W,AZTEC,ST,,91342,11/24/0019,,216B149   551,GENERAL,North Valley,O,"(34.28619, -118.45713)"
864516,2100,18050,,W,NORDHOFF,ST,,91325,06/07/0019,,198B125   302,NAR,North Valley,O,"(34.23528, -118.5269)"
879931,1100,1605,,S,ARMACOST,AVE,,90025,09/14/0019,,126B145   764,GENERAL,West Los Angeles,O,"(34.04006, -118.45893)"
900617,3111,22602,,W,VICTORY,BLVD,,91367,08/02/0020,,180B097   645,GENERAL,South Valley,O,"(34.18625, -118.6192)"
754270,1122,1700,,E,43RD,ST,,90058,02/23/0017,,114A213   425,GENERAL,South Los Angeles,O,"(34.00482, -118.24286)"
895579,3121,11315,,N,WOODCOCK,AVE,,91331,03/04/0020,,210B157    75,GENERAL,North Valley,O,"(34.27551, -118.42083)"
859535,2100,4648,,W,HOLLYWOOD,BLVD,,90027,05/10/0019,,147B197   451,NAR,Central,O,"(34.10016, -118.29075)"
889403,3131,6705,,N,SHOUP,AVE,,91307,12/19/0019,,180B101   183,GENERAL,South Valley,O,"(34.19199, -118.61486)"
557734,3111,8662,,N,COMANCHE,AVE,,91306,03/15/0014,,195B113   582,GENERAL,North Valley,O,"(34.2279, -118.57237)"
746235,1141,9611,,S,COMPTON,AVE,,90002,12/10/0016,,093A213   323,GENERAL,South Los Angeles,O,"(33.94866, -118.24631)"
745014,2130,3442,,E,LOOSMORE,ST,,90065,11/24/0016,,147A219   391,GENERAL,East Los Angeles,O,"(34.09546, -118.22304)"
693991,3141,9062,,N,AMBOY,AVE,,91352,08/28/0015,,195B165    58,GENERAL,North Valley,O,"(34.23428, -118.40299)"
885396,8201,7979,,W,SUNSET,BLVD,,90046,11/03/0019,,147B177   991,SIGNS,Central,O,"(34.09819, -118.36401)"
765198,8201,5080,,W,MELROSE,AVE,,90004,04/21/0017,,141B193   615,SIGNS,Central,O,"(34.08336, -118.31075)"
771070,1143,510,,W,121ST,ST,,90044,05/25/0017,,084B201  1340,GENERAL,Harbor,O,"(33.92239, -118.28338)"
749208,1142,1850,,S,PACIFIC,AVE,,90731,01/19/0017,,012B197   907,GENERAL,Harbor,O,"(33.72715, -118.28779)"
591019,1132,2847,,S,SYCAMORE,AVE,,90016,05/14/0014,,120B177   197,GENERAL,South Los Angeles,O,"(34.0283, -118.35606)"
849378,2133,1225,,W,JAMES M. WOOD,BLVD,,90017,03/08/0019,,129A205    78,GENERAL,Central,O,"(34.04886, -118.26841)"
678762,1141,1701,,E,97TH,ST,,90002,04/24/0015,,093A213   392,GENERAL,South Los Angeles,O,"(33.94822, -118.24277)"
855256,4105,1947,,N,OXFORD,AVE,,90027,04/14/0019,,150A193    54,CNAP,Central,O,"(34.10668, -118.3083)"
818862,3113,6460,,N,CAPPS,AVE,,91335,06/23/0018,,180B121   430,GENERAL,South Valley,O,"(34.18834, -118.53936)"
743485,3306,18401,,W,VANOWEN,ST,,91335,11/05/0016,,183B125   942,VEIP,South Valley,O,"(34.194, -118.53366)"
900980,1142,2325,,S,GRAND,AVE,,90731,09/05/0020,,009B197   306,GENERAL,Harbor,O,"(33.72287, -118.29035)"
898472,1142,666,,W,14TH,ST,,90731,04/22/0020,,012B197   153,GENERAL,Harbor,O,"(33.73163, -118.29169)"
779314,1131,1036,,S,CLOVERDALE,AVE,,90019,07/27/0017,,132B181   837,GENERAL,Central,O,"(34.05626, -118.34819)"
881860,3121,13603,,W,GAGER,ST,,91331,10/03/0019,,204B157   879,GENERAL,North Valley,O,"(34.25433, -118.42946)"
819389,3303,8212,,N,SUNLAND,BLVD,,91352,06/29/0018,,192B173   751,VEIP,North Valley,O,"(34.21967, -118.36833)"
894679,2121,3416,,E,1ST,ST,,90063,02/22/0020,,124-5A229  40,GENERAL,East Los Angeles,O,"(34.03671, -118.1944)"
786917,2121,1111,,E,10TH,ST,,90021,09/27/0017,,123A213    33,GENERAL,Central,O,"(34.03263, -118.24624)"
821887,3103,13623,,W,LEADWELL,ST,,91405,07/22/0018,,186B157   415,GENERAL,South Valley,O,"(34.20405, -118.42991)"
874001,1141,2125,,E,112TH,ST,,90059,08/07/0019,,087A217    35,GENERAL,South Los Angeles,O,"(33.93348, -118.23398)"
816698,1103,3873,,S,LYCEUM,AVE,,90066,05/31/0018,,111B153  1154,GENERAL,West Los Angeles,O,"(33.99749, -118.44073)"
838301,2100,319,,E,2ND,ST,,90012,12/15/0018,,129A213    10,NAR,Central,O,"(34.04929, -118.24098)"
900809,3131,18619,,W,VINCENNES,ST,,91324,08/27/0020,,198B121   225,GENERAL,North Valley,O,"(34.24102, -118.53889)"
889636,8201,10553,,W,SANTA MONICA,BLVD,,90024,12/21/0019,,132B157   984,SIGNS,West Los Angeles,O,"(34.05489, -118.42835)"
838108,2100,4326,,W,SUNSET,BLVD,,90029,12/13/0018,,145-5A201  17,NAR,Central,O,"(34.09513, -118.28361)"
892496,2100,20557,,W,DEVONSHIRE,ST,,91311,02/02/0020,,204B109   127,NAR,North Valley,O,"(34.25742, -118.5812)"
900659,1122,3215,,S,LONG BEACH,AVE,W,90011,08/08/0020,,115-5A213 157,GENERAL,South Los Angeles,O,"(34.01094, -118.24345)"
850694,2121,330,,S,WALL,ST,,90013,03/20/0019,,129A213   238,GENERAL,Central,O,"(34.04705, -118.24419)"
899372,3142,9687,,N,ELON,AVE,,91331,06/06/0020,,201B153   594,GENERAL,North Valley,O,"(34.24647, -118.44061)"
409734,3301,7833,,N,SEPULVEDA,BLVD,,91406,03/17/0011,,189B145   506,VEIP,South Valley,O,"(34.21295, -118.4664)"
795128,1102,8124,,S,BILLOWVISTA,DR,,90293,11/23/0017,,096B153   133,GENERAL,West Los Angeles,O,"(33.96166, -118.44256)"
871490,1133,8910,,W,25TH,ST,,90034,07/24/0019,,126B169  1311,GENERAL,South Los Angeles,O,"(34.03846, -118.38585)"
893230,1102,7303,,W,89TH,ST,,90045,02/12/0020,,096B157   890,GENERAL,West Los Angeles,O,"(33.95593, -118.42265)"
817561,1122,1340,,W,47TH,ST,,90037,06/07/0018,,111B197   570,GENERAL,South Los Angeles,O,"(34.00053, -118.29944)"
428299,3306,9543,,N,DE SOTO,AVE,,91311,09/17/0011,,201B109   326,VEIP,North Valley,O,"(34.24395, -118.58873)"
898701,1201,1944,,S,CHARITON,ST,,90034,05/06/0020,,126B173   639,CITATIONS,South Los Angeles,O,"(34.04152, -118.37761)"
500120,3301,8265,,N,LANKERSHIM,BLVD,,91605,05/23/0013,,192B169   495,VEIP,North Valley,O,"(34.22125, -118.38798)"
900551,1113,8926,,S,VERMONT,AVE,,90044,07/29/0020,,096A199   301,GENERAL,South Los Angeles,O,"(33.95571, -118.29137)"
889887,1124,793,,E,47TH,ST,,90011,12/30/0019,,112-5A207 307,GENERAL,South Los Angeles,O,"(34.00084, -118.26176)"
814976,2122,2516,,W,COLORADO,BLVD,,90041,05/10/0018,,163-5A219 183,GENERAL,East Los Angeles,O,"(34.1414, -118.2218)"
715656,3121,10530,,N,HADDON,AVE,,91331,04/01/0016,,207B157   922,GENERAL,North Valley,O,"(34.26176, -118.42927)"
810602,8201,8129,,W,3RD,ST,,90048,03/31/0018,,138B173   885,SIGNS,Central,O,"(34.07239, -118.36672)"
861602,2203,762,,S,STANFORD,AVE,,90021,05/18/0019,,126A213   709,CITATIONS,Central,O,"(34.03741, -118.24587)"
698561,1124,728,,E,45TH,ST,,90011,10/17/0015,,112-5A207 176,GENERAL,South Los Angeles,O,"(34.00236, -118.26285)"
843586,2111,6543,,W,HAYES,DR,,90048,01/25/0019,,132B173    79,GENERAL,Central,O,"(34.06122, -118.37199)"
694413,1111,5101,,S,7TH,AVE,,90043,08/30/0015,,111B189  1520,GENERAL,South Los Angeles,O,"(33.99679, -118.32483)"
806146,3123,10025,,N,GLORY,AVE,,91042,02/25/0018,,202-5A201 143,GENERAL,North Valley,O,"(34.25064, -118.28142)"
875729,2121,333,,W,WASHINGTON,BLVD,,90015,08/17/0019,,124-5A205 269,GENERAL,South Los Angeles,O,"(34.0334, -118.26945)"
885073,2100,6280,,W,HOLLYWOOD,BLVD,,90028,11/02/0019,,148-5A189 136,NAR,Central,O,"(34.10146, -118.32615)"
880432,1122,1245,,E,27TH,ST,,90011,09/19/0019,,117A211    34,GENERAL,South Los Angeles,O,"(34.01625, -118.25163)"
883316,2100,4029,,S,LINCOLN,BLVD,,90292,10/13/0019,,108B149  1856,NAR,West Los Angeles,O,"(33.98958, -118.44731)"
899857,3132,23831,,W,HARTLAND,ST,,91307,06/24/0020,,183B089   638,GENERAL,South Valley,O,"(34.19447, -118.64567)"
857536,2100,2640,,N,FIGUEROA,ST,,90065,04/27/0019,,142-5A219 127,NAR,East Los Angeles,O,"(34.08461, -118.22114)"
900538,2123,5484,,E,NEWTONIA,DR,,90032,07/26/0020,,147A239   236,GENERAL,East Los Angeles,O,"(34.09604, -118.16)"
844844,1131,143,,N,HOBART,BLVD,,90004,02/02/0019,,138B193   729,GENERAL,Central,O,"(34.07501, -118.30565)"
722658,1141,130,,E,IMPERIAL,HWY,,90061,06/08/0016,,087A205   253,GENERAL,South Los Angeles,O,"(33.93084, -118.27278)"
737082,2302,1852,,S,LA CIENEGA,BLVD,,90035,09/23/0016,,126B173   373,VEIP,South Los Angeles,O,"(34.04304, -118.37624)"
781471,2121,3111,,E,FAIRMOUNT,ST,,90063,08/11/0017,,129A227   145,GENERAL,East Los Angeles,O,"(34.04815, -118.19472)"
805065,2113,1169,,N,LINDA FLORA,DR,,90049,02/14/0018,,144B145   125,GENERAL,West Los Angeles,O,"(34.09155, -118.46558)"
676236,3102,5510,,N,SATSUMA,AVE,,91601,03/19/0015,,174B173  1190,GENERAL,South Valley,O,"(34.17068, -118.36741)"
898877,1132,2546,,S,CARMONA,AVE,,90016,05/14/0020,,123B177   877,GENERAL,South Los Angeles,O,"(34.03301, -118.36348)"
872898,3102,6330,,N,LAUREL CANYON,BLVD,,91606,07/31/0019,,180B165   800,GENERAL,South Valley,O,
882629,4105,3124,,W,LARGA,AVE,,90039,10/09/0019,,151-5A211  81,CNAP,East Los Angeles,O,"(34.11093, -118.25215)"
892239,3122,13414,,W,LOCHRIN,LANE,,91342,02/01/0020,,231B157   140,GENERAL,North Valley,O,"(34.32823, -118.42418)"
813684,1123,1031,,W,76TH,ST,,90044,04/26/0018,,099B197    15,GENERAL,South Los Angeles,O,"(33.97116, -118.29301)"
719585,1124,1414,,E,57TH,ST,,90011,05/11/0016,,108B209  1166,GENERAL,South Los Angeles,O,"(33.99102, -118.24953)"
802985,2131,3381,,E,SCARBORO,ST,,90065,01/27/0018,,150A217   362,GENERAL,East Los Angeles,O,"(34.1034, -118.22753)"
699595,3301,7905,,N,VAN NUYS,BLVD,,91402,10/24/0015,,189B149   451,VEIP,North Valley,O,"(34.21446, -118.44897)"
667031,8201,682,,S,IROLO,ST,,90005,11/20/0014,,132B193   220,SIGNS,Central,O,"(34.06042, -118.30062)"
676939,3301,7833,,N,SEPULVEDA,BLVD,,91406,03/27/0015,,189B145   506,VEIP,South Valley,O,"(34.21295, -118.4664)"
798151,1111,1448,,W,52ND,ST,,90062,12/09/0017,,108B193   260,GENERAL,South Los Angeles,O,"(33.99495, -118.30193)"
689498,3121,12430,,W,MONTAGUE,ST,,91331,07/24/0015,,204B165   335,GENERAL,North Valley,O,"(34.25288, -118.40383)"
896305,1132,2431,,S,LUCERNE,AVE,,90016,03/11/0020,,123B181   659,GENERAL,South Los Angeles,O,"(34.03394, -118.34364)"
772838,2111,3555,,S,KEYSTONE,AVE,,90034,06/09/0017,,120B161   840,GENERAL,West Los Angeles,O,"(34.024, -118.40991)"
780288,4600,11950,,W,LOPEZ CANYON,ROAD,,91342,08/03/0017,,216B165    24,LEA,North Valley,O,"(34.28787, -118.40055)"
782832,3123,9708,,N,SUNLAND,BLVD,,91040,08/20/0017,,201B177   300,GENERAL,North Valley,O,"(34.24682, -118.35521)"
802218,2101,7783,,W,SKYHILL,DR,,90068,01/21/0018,,159B177   816,GENERAL,South Valley,O,"(34.13455, -118.36596)"
425880,3301,7631,,N,VAN NUYS,BLVD,,91405,08/10/0011,,186B149   109,VEIP,South Valley,O,"(34.20939, -118.44896)"
769818,8201,315,,N,VERMONT,AVE,,90004,05/14/0017,,138B197   206,SIGNS,Central,O,"(34.07685, -118.2919)"
757547,4600,9227,,N,TUJUNGA,AVE,,91352,03/12/0017,,198B169    68,LEA,North Valley,O,"(34.23663, -118.38075)"
867189,1100,1605,,S,ARMACOST,AVE,,90025,06/27/0019,,126B145   764,GENERAL,West Los Angeles,O,"(34.04006, -118.45893)"
873272,3123,,,,,,,,08/02/0019,,195B189    26,GENERAL,North Valley,O,
512894,1121,836,,E,MANCHESTER,AVE,,90002,09/14/0013,,097-5A209 276,GENERAL,South Los Angeles,O,"(33.95994, -118.2593)"
885951,2121,720,,N,BREED,ST,,90033,11/08/0019,,130-5A225 138,GENERAL,East Los Angeles,O,"(34.05253, -118.20559)"
456738,3301,9107,,N,SAN FERNANDO,ROAD,,91352,03/24/0012,,195B169    39,VEIP,North Valley,O,"(34.23458, -118.38905)"
658290,2304,801,,N,AVENUE 50,,,90042,09/11/0014,,153A223   225,VEIP,East Los Angeles,O,"(34.11351, -118.2081)"
900878,1133,2017,,W,JEFFERSON,BLVD,,90018,08/30/0020,,120B189   677,GENERAL,South Los Angeles,O,"(34.02567, -118.31568)"
899764,2130,1336,,E,MONTECITO,DR,,90031,06/19/0020,,144A227   282,GENERAL,East Los Angeles,O,"(34.08902, -118.19702)"
746597,1132,2715,,W,JEFFERSON,BLVD,,90018,12/16/0016,,120B189   618,GENERAL,South Los Angeles,O,"(34.02574, -118.32532)"
899896,1113,10405,,S,WESTERN,AVE,,90047,06/25/0020,,090A193    93,GENERAL,South Los Angeles,O,"(33.94158, -118.30921)"
874712,2100,11677,,W,SAN VICENTE,BLVD,,90049,08/09/0019,,132B145   497,NAR,West Los Angeles,O,"(34.054, -118.4649)"
873566,3123,,,,,,,,08/03/0019,,195B189    17,GENERAL,North Valley,O,
900880,2101,2255,,N,KENILWORTH,AVE,,90039,08/30/0020,,148-5A205 317,GENERAL,East Los Angeles,O,"(34.10062, -118.26742)"
898335,4106,2659,,N,PASADENA,AVE,,90031,04/11/0020,,139-5A221  20,CNAP,East Los Angeles,O,"(34.07848, -118.21522)"
889037,8132,1240,,N,LAGOON,AVE,,90744,12/12/0019,,033B205   342,PACE,Harbor,O,"(33.78803, -118.26758)"
478139,3301,10970,,W,RATNER,ST,,91352,09/08/0012,,189B173   168,VEIP,North Valley,O,"(34.21675, -118.36937)"
834184,1133,3070,,W,PICO,BLVD,,90006,11/01/0018,,129B193  1328,GENERAL,South Los Angeles,O,"(34.04702, -118.30831)"
799613,2131,120,,S,AVENUE 56,,,90042,12/23/0017,,151-5A229 406,GENERAL,East Los Angeles,O,"(34.10834, -118.19362)"
